user_id,entropy,cluster
544,0.0,0
801,0.0,0
205,0.0,0
206,0.0,0
572,0.0,0
520,0.0,0
519,0.0,0
220,0.0,0
229,0.0,0
787,0.0,0
784,0.0,0
783,0.0,0
772,0.0,0
240,0.0,0
241,0.0,0
242,0.0,0
252,0.0,0
769,0.0,0
258,0.0,0
515,0.0,0
260,0.0,0
261,0.0,0
266,0.0,0
511,0.0,0
273,0.0,0
755,0.0,0
510,0.0,0
281,0.0,0
282,0.0,0
284,0.0,0
570,0.0,0
578,0.0,0
803,0.0,0
808,0.0,0
134,0.0,0
841,0.0,0
140,0.0,0
143,0.0,0
558,0.0,0
146,0.0,0
147,0.0,0
149,0.0,0
529,0.0,0
155,0.0,0
827,0.0,0
164,0.0,0
824,0.0,0
166,0.0,0
820,0.0,0
170,0.0,0
171,0.0,0
173,0.0,0
818,0.0,0
179,0.0,0
817,0.0,0
816,0.0,0
813,0.0,0
812,0.0,0
811,0.0,0
810,0.0,0
190,0.0,0
191,0.0,0
809,0.0,0
199,0.0,0
133,0.0,0
750,0.0,0
740,0.0,0
489,0.0,0
384,0.0,0
390,0.0,0
485,0.0,0
400,0.0,0
656,0.0,0
404,0.0,0
652,0.0,0
408,0.0,0
410,0.0,0
646,0.0,0
418,0.0,0
636,0.0,0
598,0.0,0
635,0.0,0
427,0.0,0
428,0.0,0
599,0.0,0
431,0.0,0
631,0.0,0
439,0.0,0
441,0.0,0
446,0.0,0
448,0.0,0
451,0.0,0
609,0.0,0
626,0.0,0
616,0.0,0
614,0.0,0
681,0.0,0
743,0.0,0
364,0.0,0
362,0.0,0
732,0.0,0
300,0.0,0
302,0.0,0
304,0.0,0
729,0.0,0
306,0.0,0
728,0.0,0
309,0.0,0
726,0.0,0
725,0.0,0
724,0.0,0
317,0.0,0
720,0.0,0
319,0.0,0
718,0.0,0
713,0.0,0
502,0.0,0
335,0.0,0
341,0.0,0
587,0.0,0
349,0.0,0
695,0.0,0
351,0.0,0
353,0.0,0
355,0.0,0
356,0.0,0
688,0.0,0
687,0.0,0
685,0.0,0
589,0.0,0
842,0.0,0
775,0.0,0
61,0.0,0
111,0.0,0
107,0.0,0
105,0.0,0
100,0.0,0
863,0.0,0
866,0.0,0
88,0.0,0
873,0.0,0
86,0.0,0
78,0.0,0
74,0.0,0
898,0.0,0
905,0.0,0
112,0.0,0
50,0.0,0
47,0.0,0
40,0.0,0
39,0.0,0
36,0.0,0
35,0.0,0
34,0.0,0
33,0.0,0
915,0.0,0
920,0.0,0
547,0.0,0
926,0.0,0
941,0.0,0
3,0.0,0
906,0.0,0
857,0.0,0
611,0.0,0
856,0.0,0
845,0.0,0
126,0.0,0
531,0.0,0
853,0.0,0
129,0.0,0
782,0.04956265005659083,0
186,0.05996015212476477,0
534,0.06719688036269783,0
357,0.07005428087549845,0
518,0.07237778951611745,0
936,0.0740225961475812,0
872,0.0740225961475812,0
624,0.0744466204045084,0
168,0.07575108500341506,0
634,0.07710641981166547,0
423,0.08048483706800685,0
540,0.08151041095033153,0
365,0.08709952319177525,0
507,0.08709952319177525,0
348,0.08709952319177525,0
470,0.08831978220001763,0
104,0.09022197136551838,0
79,0.09087612133300153,0
396,0.0922160573371918,0
733,0.09290237532489827,0
697,0.09430911064540556,0
15,0.09503011725564635,0
413,0.098039113279732,0
939,0.09962338946616205,0
590,0.10126481756679193,0
792,0.10296666046541245,0
717,0.10384132697956511,0
574,0.10473243910508653,0
837,0.10473243910508653,0
463,0.10782795961100161,0
434,0.10847133903591605,0
722,0.11251593411963928,0
486,0.1144366208506772,0
937,0.11690684913753106,0
550,0.11690684913753106,0
63,0.11874771795934891,0
935,0.11924692639624491,0
859,0.11924692639624491,0
501,0.12557498044903107,0
938,0.12693054534140227,0
141,0.12785228888520445,0
26,0.12785228888520445,0
708,0.12974069471942834,0
569,0.12974069471942834,0
673,0.12974069471942834,0
917,0.12974069471942834,0
473,0.12974069471942834,0
477,0.12974069471942834,0
181,0.13023652921201456,0
460,0.13269142083987176,0
526,0.13269142083987176,0
754,0.13269142083987176,0
101,0.1342229641023645,0
324,0.13579395875159386,0
438,0.13579395875159386,0
770,0.13906079845474112,0
595,0.13906079845474112,0
176,0.14076012201547114,0
432,0.1425058673927378,0
2,0.1425058673927378,0
582,0.1425058673927378,0
931,0.14430003545925657,0
752,0.14456531416300214,0
67,0.1461447460085638,0
131,0.1461447460085638,0
238,0.14999492361041503,0
657,0.14999492361041503,0
227,0.14999492361041503,0
706,0.14999492361041503,0
839,0.15200531083620292,0
17,0.15407610367102942,0
819,0.15407610367102942,0
552,0.15407610367102942,0
289,0.15841057013179086,0
277,0.15841057013179086,0
525,0.15841057013179086,0
359,0.15841057013179086,0
735,0.16068056204154624,0
388,0.16302362949436594,0
113,0.16544349608627487,0
440,0.16544349608627487,0
157,0.16544349608627487,0
832,0.167944147734173,0
414,0.167944147734173,0
791,0.167944147734173,0
27,0.167944147734173,0
444,0.1732052067491771,0
139,0.1732052067491771,0
891,0.17597512509762708,0
703,0.17597512509762708,0
580,0.17597512509762708,0
662,0.17884491271684755,0
265,0.17884491271684755,0
637,0.18465190428739703,0
467,0.18490739916777568,0
714,0.18490739916777568,0
159,0.18544869885543638,0
54,0.18703082776025234,0
203,0.18811292741457375,0
651,0.19144408195771734,0
310,0.19144408195771734,0
858,0.19144408195771734,0
644,0.19144408195771734,0
762,0.19144408195771734,0
32,0.19490868718781756,0
596,0.1985152433458726,0
93,0.1985152433458726,0
677,0.19882157810301943,0
66,0.20619205063323187,0
730,0.20619205063323187,0
490,0.20619205063323187,0
834,0.2145591551764051,0
689,0.2145591551764051,0
294,0.2176422807299329,0
192,0.21903252178902116,0
564,0.22371807606583377,0
403,0.22696752250060448,0
108,0.22863187358286127,0
701,0.22863187358286127,0
209,0.22863187358286127,0
45,0.2337916587064593,0
759,0.2337916587064593,0
869,0.2373777983396794,0
923,0.24067990658985275,0
672,0.2509548043576197,0
602,0.2509548043576197,0
581,0.25731864054383163,0
678,0.25731864054383163,0
800,0.25731864054383163,0
793,0.2606370995339223,0
674,0.2617644829090154,0
597,0.2617644829090154,0
825,0.26314153027061915,0
462,0.2706407936167973,0
247,0.2711893730418441,0
120,0.2711893730418441,0
797,0.2711893730418441,0
742,0.2711893730418441,0
482,0.2711893730418441,0
668,0.282600106577289,0
736,0.2868359830561607,0
443,0.2868359830561607,0
649,0.2868359830561607,0
223,0.2904572337746668,0
386,0.2954391918721161,0
257,0.3027344232643354,1
789,0.30463609734923813,1
150,0.3111291548118492,1
628,0.3153962874226617,1
75,0.3202439124894461,1
81,0.32265968510520027,1
895,0.3250829733914482,1
475,0.3250829733914482,1
828,0.32777567610021285,1
879,0.3325942143118925,1
768,0.34840580122776915,1
46,0.34883209584303193,1
68,0.35459882755264893,1
461,0.3557128597468939,1
509,0.3625010217396757,1
549,0.3669249912727096,1
894,0.37207836005444644,1
99,0.39043950319689363,1
893,0.39352145706060226,1
675,0.39537219111499866,1
110,0.3956491027490423,1
699,0.4070332397460261,1
449,0.4100556878380497,1
