user_id,decade,count_0,count_40,count_80,count_120
1,1920.0,0.0,0.0,0.0,0
1,1930.0,0.0,0.0,0.0,0
1,1940.0,0.0,0.0,0.0,0
1,1950.0,0.0,0.0,0.0,0
1,1960.0,0.0,1.0,1.0,1
1,1970.0,1.0,0.0,0.0,0
1,1980.0,2.0,1.0,0.0,0
1,1990.0,7.0,8.0,9.0,9
2,1920.0,0.0,0.0,0.0,0
2,1930.0,0.0,0.0,0.0,0
2,1940.0,0.0,0.0,0.0,0
2,1950.0,0.0,0.0,0.0,0
2,1960.0,0.0,0.0,0.0,0
2,1970.0,0.0,0.0,0.0,0
2,1980.0,0.0,0.0,0.0,0
2,1990.0,10.0,10.0,10.0,10
3,1920.0,0.0,0.0,0.0,0
3,1930.0,0.0,0.0,0.0,0
3,1940.0,0.0,0.0,0.0,0
3,1950.0,0.0,0.0,0.0,0
3,1960.0,0.0,0.0,0.0,0
3,1970.0,0.0,0.0,0.0,0
3,1980.0,0.0,0.0,0.0,0
3,1990.0,10.0,10.0,10.0,10
4,1920.0,0.0,0.0,0.0,0
4,1930.0,0.0,0.0,0.0,0
4,1940.0,0.0,0.0,0.0,0
4,1950.0,0.0,0.0,0.0,0
4,1960.0,0.0,0.0,0.0,0
4,1970.0,0.0,0.0,0.0,0
4,1980.0,0.0,0.0,0.0,0
4,1990.0,10.0,10.0,10.0,10
5,1920.0,0.0,0.0,0.0,0
5,1930.0,0.0,0.0,0.0,0
5,1940.0,0.0,0.0,0.0,0
5,1950.0,0.0,0.0,0.0,0
5,1960.0,0.0,1.0,1.0,1
5,1970.0,1.0,0.0,0.0,0
5,1980.0,3.0,3.0,4.0,4
5,1990.0,6.0,6.0,5.0,5
6,1920.0,0.0,0.0,0.0,0
6,1930.0,2.0,2.0,0.0,0
6,1940.0,0.0,1.0,1.0,1
6,1950.0,3.0,3.0,3.0,3
6,1960.0,1.0,1.0,1.0,1
6,1970.0,3.0,3.0,3.0,3
6,1980.0,0.0,0.0,0.0,0
6,1990.0,1.0,0.0,2.0,2
7,1920.0,0.0,0.0,0.0,0
7,1930.0,1.0,1.0,1.0,1
7,1940.0,0.0,0.0,0.0,0
7,1950.0,1.0,2.0,2.0,2
7,1960.0,0.0,0.0,0.0,0
7,1970.0,0.0,0.0,0.0,0
7,1980.0,2.0,1.0,1.0,1
7,1990.0,6.0,6.0,6.0,6
8,1920.0,0.0,0.0,0.0,0
8,1930.0,0.0,0.0,0.0,0
8,1940.0,0.0,0.0,0.0,0
8,1950.0,0.0,0.0,0.0,0
8,1960.0,0.0,0.0,0.0,0
8,1970.0,0.0,0.0,0.0,0
8,1980.0,4.0,3.0,3.0,3
8,1990.0,6.0,7.0,7.0,7
9,1920.0,0.0,0.0,0.0,0
9,1930.0,0.0,1.0,0.0,0
9,1940.0,1.0,1.0,1.0,1
9,1950.0,0.0,3.0,1.0,2
9,1960.0,0.0,0.0,0.0,0
9,1970.0,1.0,1.0,1.0,1
9,1980.0,0.0,0.0,1.0,0
9,1990.0,8.0,4.0,6.0,6
10,1920.0,0.0,0.0,0.0,0
10,1930.0,0.0,0.0,0.0,0
10,1940.0,0.0,0.0,0.0,0
10,1950.0,3.0,3.0,2.0,2
10,1960.0,0.0,0.0,0.0,0
10,1970.0,2.0,2.0,2.0,2
10,1980.0,2.0,3.0,4.0,3
10,1990.0,3.0,2.0,2.0,3
11,1920.0,0.0,0.0,0.0,0
11,1930.0,0.0,0.0,0.0,0
11,1940.0,0.0,0.0,0.0,0
11,1950.0,0.0,0.0,0.0,0
11,1960.0,1.0,1.0,1.0,1
11,1970.0,1.0,1.0,1.0,1
11,1980.0,3.0,4.0,4.0,4
11,1990.0,5.0,4.0,4.0,4
12,1920.0,0.0,0.0,0.0,0
12,1930.0,0.0,0.0,0.0,0
12,1940.0,0.0,0.0,0.0,0
12,1950.0,0.0,0.0,0.0,0
12,1960.0,0.0,0.0,0.0,0
12,1970.0,0.0,1.0,0.0,0
12,1980.0,4.0,4.0,4.0,4
12,1990.0,6.0,5.0,6.0,6
13,1920.0,0.0,0.0,0.0,0
13,1930.0,0.0,2.0,1.0,0
13,1940.0,0.0,0.0,0.0,0
13,1950.0,1.0,1.0,0.0,0
13,1960.0,0.0,0.0,0.0,0
13,1970.0,0.0,0.0,0.0,0
13,1980.0,1.0,1.0,2.0,2
13,1990.0,8.0,6.0,7.0,8
14,1920.0,0.0,0.0,0.0,0
14,1930.0,0.0,0.0,0.0,0
14,1940.0,0.0,0.0,0.0,0
14,1950.0,0.0,0.0,0.0,0
14,1960.0,0.0,0.0,0.0,0
14,1970.0,1.0,3.0,3.0,3
14,1980.0,2.0,1.0,1.0,1
14,1990.0,7.0,6.0,6.0,6
15,1920.0,0.0,0.0,0.0,0
15,1930.0,0.0,0.0,0.0,0
15,1940.0,0.0,0.0,0.0,0
15,1950.0,0.0,0.0,0.0,0
15,1960.0,0.0,0.0,0.0,0
15,1970.0,0.0,0.0,0.0,0
15,1980.0,0.0,0.0,0.0,0
15,1990.0,10.0,10.0,10.0,10
16,1920.0,0.0,0.0,0.0,0
16,1930.0,0.0,0.0,0.0,0
16,1940.0,1.0,0.0,0.0,0
16,1950.0,0.0,0.0,0.0,0
16,1960.0,0.0,0.0,0.0,0
16,1970.0,0.0,1.0,1.0,1
16,1980.0,3.0,4.0,3.0,4
16,1990.0,6.0,5.0,6.0,5
17,1920.0,0.0,0.0,0.0,0
17,1930.0,0.0,0.0,0.0,0
17,1940.0,0.0,0.0,0.0,0
17,1950.0,0.0,0.0,0.0,0
17,1960.0,0.0,0.0,0.0,0
17,1970.0,0.0,0.0,0.0,0
17,1980.0,0.0,0.0,0.0,0
17,1990.0,10.0,10.0,10.0,10
18,1920.0,0.0,0.0,0.0,0
18,1930.0,0.0,2.0,1.0,1
18,1940.0,1.0,0.0,1.0,2
18,1950.0,2.0,1.0,0.0,0
18,1960.0,1.0,1.0,1.0,1
18,1970.0,1.0,1.0,1.0,1
18,1980.0,3.0,2.0,2.0,2
18,1990.0,2.0,3.0,4.0,3
19,1920.0,0.0,0.0,0.0,0
19,1930.0,0.0,1.0,0.0,0
19,1940.0,0.0,0.0,0.0,0
19,1950.0,0.0,0.0,0.0,0
19,1960.0,0.0,0.0,0.0,0
19,1970.0,1.0,3.0,2.0,3
19,1980.0,5.0,4.0,5.0,4
19,1990.0,4.0,2.0,3.0,3
20,1920.0,0.0,0.0,0.0,0
20,1930.0,2.0,2.0,2.0,2
20,1940.0,0.0,0.0,0.0,0
20,1950.0,0.0,0.0,0.0,0
20,1960.0,1.0,0.0,0.0,0
20,1970.0,0.0,0.0,0.0,0
20,1980.0,1.0,1.0,1.0,1
20,1990.0,6.0,7.0,7.0,7
21,1920.0,0.0,0.0,0.0,0
21,1930.0,0.0,0.0,0.0,0
21,1940.0,0.0,0.0,0.0,0
21,1950.0,0.0,0.0,0.0,0
21,1960.0,0.0,0.0,0.0,0
21,1970.0,1.0,1.0,1.0,1
21,1980.0,0.0,1.0,0.0,0
21,1990.0,9.0,8.0,9.0,9
22,1920.0,0.0,0.0,0.0,0
22,1930.0,0.0,0.0,0.0,0
22,1940.0,0.0,0.0,0.0,0
22,1950.0,0.0,0.0,0.0,0
22,1960.0,1.0,1.0,1.0,1
22,1970.0,1.0,1.0,1.0,1
22,1980.0,2.0,3.0,3.0,3
22,1990.0,6.0,5.0,5.0,5
23,1920.0,0.0,0.0,0.0,0
23,1930.0,0.0,0.0,0.0,0
23,1940.0,2.0,2.0,2.0,2
23,1950.0,1.0,0.0,0.0,0
23,1960.0,0.0,0.0,1.0,2
23,1970.0,1.0,1.0,1.0,1
23,1980.0,3.0,3.0,2.0,2
23,1990.0,3.0,4.0,4.0,3
24,1920.0,0.0,0.0,0.0,0
24,1930.0,0.0,0.0,0.0,0
