user_id,item_id,predicted_rating,decade
1,423,3.4809564318403496,1980.0
1,403,3.1076524333896094,1980.0
1,732,2.9010509214237046,1990.0
1,357,2.7679924131893516,1970.0
1,385,2.608115636900838,1990.0
1,303,2.571222825448553,1990.0
1,470,2.545136790655192,1990.0
1,582,2.504190080768124,1990.0
1,367,2.4058617800392748,1990.0
1,550,2.3336137161737294,1990.0
1,318,2.3156582196924007,1990.0
1,276,2.310081226738049,1990.0
1,746,2.3000515022043606,1980.0
1,297,2.249582078626996,1990.0
1,293,2.204537660902026,1990.0
2,181,2.2517676238115376,1990.0
2,124,2.249043685734045,1990.0
2,15,2.22398232201268,1990.0
2,750,1.987473603856912,1990.0
2,137,1.9418220848883365,1990.0
2,690,1.924434037433984,1990.0
2,9,1.8681834845220793,1990.0
2,248,1.8211782442074829,1990.0
2,116,1.7952953304058283,1990.0
2,347,1.7856092842545093,1990.0
2,515,1.7777926028563151,1990.0
2,126,1.7571177908922013,1990.0
2,845,1.6397135818315325,1990.0
2,471,1.5072044166181582,1990.0
2,340,1.4672055826427604,1990.0
3,270,1.6527390147376815,1990.0
3,879,1.5411277151406997,1990.0
3,301,1.5197313848945158,1990.0
3,748,1.4987398904414033,1990.0
3,313,1.3773876544818915,1990.0
3,305,1.3546380264028366,1990.0
3,315,1.321394248491724,1990.0
3,682,1.2796464024081164,1990.0
3,751,1.2770489777358,1990.0
3,895,1.2301030990128559,1990.0
3,310,1.1734476667657654,1990.0
3,358,1.1341797509154554,1990.0
3,887,1.1237819823891877,1990.0
3,50,1.1129326117987763,1970.0
3,269,1.1108189323395812,1990.0
4,181,1.8098794364466226,1990.0
4,748,1.5781173562607884,1990.0
4,302,1.4957714485536158,1990.0
4,268,1.442157303726945,1990.0
4,333,1.3684765027147003,1990.0
4,326,1.3641233287609276,1990.0
4,332,1.3373995792087683,1990.0
4,269,1.3253050560710091,1990.0
4,340,1.2595448805153373,1990.0
4,289,1.2171396221055826,1990.0
4,307,1.1894053108670746,1990.0
4,245,1.06998495288022,1990.0
4,321,1.0645759334409588,1990.0
4,323,1.0172405153169635,1990.0
4,322,0.9839666944538009,1990.0
5,175,2.3831266687364603,1980.0
5,28,2.3002142594095396,1990.0
5,47,2.2272701471254845,1990.0
5,195,2.135843394685988,1980.0
5,114,2.1221897812458703,1990.0
5,152,2.0185302611312532,1970.0
5,184,2.015757231965136,1990.0
5,56,2.0042764435658817,1990.0
5,265,1.985528457144811,1990.0
5,746,1.9682968377095718,1980.0
5,82,1.9105633357422864,1990.0
5,238,1.9015267863225929,1980.0
5,96,1.801254472532828,1990.0
5,550,1.7655693133495598,1990.0
5,164,1.7507362508472297,1980.0
6,603,4.626564191640601,1950.0
6,654,3.5328666115688776,1970.0
6,663,3.431148770567696,1970.0
6,705,3.3618913993059425,1950.0
6,604,2.6100079423701463,1930.0
6,661,2.5664857174565636,1950.0
6,99,2.5000143653247595,1930.0
6,657,2.4798948969485477,1960.0
6,179,2.4593046143384605,1970.0
6,198,2.43005635241203,1990.0
6,234,2.3256543224744024,1970.0
6,430,2.2910417564907317,1930.0
6,588,2.2171994941084727,1990.0
6,659,2.1908697251905793,1940.0
6,283,2.1807941702582334,1990.0
7,705,3.116042871105476,1950.0
7,493,3.0475107139478514,1930.0
7,218,2.9673369982524984,1990.0
7,699,2.8780757996504507,1990.0
7,184,2.567404085693112,1990.0
7,124,2.545869033853028,1990.0
7,518,2.5334587586493265,1990.0
7,742,2.463079366891082,1990.0
7,209,2.4540005709888693,1980.0
7,414,2.442877588636084,1980.0
7,923,2.310721618192939,1990.0
7,1126,2.224309477037106,1950.0
7,494,2.215392200416421,1940.0
7,225,2.1848968803848705,1990.0
7,148,2.1591700470444803,1990.0
8,161,2.3172123552478294,1980.0
8,226,2.229058389124226,1990.0
8,265,2.1559144238171277,1990.0
8,230,2.0611508334251383,1980.0
8,62,1.7461993335702626,1990.0
8,4,1.71911956169648,1990.0
8,68,1.5594514539631472,1990.0
8,92,1.5189720543239404,1990.0
8,232,1.5097763926268923,1980.0
8,204,1.4431816607202832,1980.0
8,275,1.4417388473098531,1990.0
8,300,1.3752298199803719,1990.0
8,173,1.3101511231398932,1980.0
8,449,1.2780706221977503,1970.0
8,33,1.2199480957005195,1990.0
9,127,1.2569965935814205,1970.0
9,288,1.2050616118467674,1990.0
9,117,1.1745069547739875,1990.0
9,273,1.1041981598917407,1990.0
9,181,1.0117411047754057,1990.0
9,289,0.9291034524541737,1990.0
9,134,0.9202604540240418,1940.0
9,9,0.8999772698429024,1990.0
9,302,0.8878008172380439,1990.0
9,250,0.8809579424164903,1990.0
9,98,0.8751445374441517,1990.0
9,480,0.8573724033309954,1950.0
9,132,0.8305946685292734,1930.0
9,333,0.8189413996042622,1990.0
9,327,0.8082335213754661,1990.0
