user_id,recommendation_entropy
1,1.005974684542789
2,0.167944147734173
3,0.167944147734173
4,0.0
5,0.958944995575212
6,1.5329024601935841
7,1.2555296732241272
8,0.6592146182148859
9,1.261335057538101
10,1.4506729627714225
11,1.0949797342037142
12,0.9500028724426169
13,1.3513086806771102
14,1.233272788594286
15,0.0
16,1.5674243088877977
17,0.167944147734173
18,1.6963750100208141
19,1.0321899569519684
20,1.1604572762698004
21,0.6904565313848348
22,0.8605492869589841
23,1.4205580376792546
24,1.105005501825005
25,1.7670228277348865
26,0.0
27,0.2787693717685874
28,1.3494323165942996
29,0.49875846591288275
30,1.067079685703125
31,1.6199933098254364
32,0.167944147734173
33,0.167944147734173
34,0.0
35,0.0
36,0.0
37,0.9286244108693271
38,1.067079685703125
39,0.0
40,0.0
41,1.4025591911335769
42,1.026904610293371
43,1.0823563847381665
44,1.5615765116610139
45,0.0
46,0.33422114621338295
47,0.0
48,1.5668618583196112
49,1.4088131112702587
50,0.167944147734173
51,1.366547136859197
52,0.44330669146808716
53,0.9286244108693272
54,0.0
55,1.0321899569519684
56,1.111708395965967
57,0.33422114621338295
58,1.3096544887896635
59,0.9160010614037797
60,1.9124482253186912
61,0.0
62,1.1085716571473458
63,0.2787693717685874
64,1.6438060090831754
65,1.375647589003479
66,0.167944147734173
67,0.0
68,0.167944147734173
69,0.5296435025403523
70,1.4757280737111167
71,1.285033842050361
72,1.1418572655728578
73,1.4451352452480661
74,0.167944147734173
75,0.167944147734173
76,1.3564402752905689
77,1.2769796366300854
78,0.33422114621338295
79,0.167944147734173
80,1.0704836531307913
81,0.4433066914680872
82,1.442814922309096
83,0.7668382315802122
84,0.167944147734173
85,1.3968592531669948
86,0.0
87,1.3742912625760448
88,0.0
89,0.7592951029225236
90,1.7014641917214623
91,1.675889043126392
92,0.5296435025403523
93,0.2787693717685874
94,0.7938169516167373
95,1.3664332221137183
96,1.6069214245371812
97,1.6561192788452952
98,1.3881932652231044
99,0.7592951029225236
100,0.0
101,0.0
102,1.5646554501261196
103,0.439669879401343
104,0.167944147734173
105,0.167944147734173
106,1.067079685703125
107,0.0
108,0.167944147734173
109,0.8159205766961422
110,0.8159205766961422
111,0.0
112,0.0
113,0.0
114,1.6205133474808129
115,1.049190862471387
116,1.0495537273802094
117,0.6350047569400391
118,1.3564402752905689
119,0.8159205766961422
120,0.167944147734173
121,1.0116279112583295
122,1.2318308887118672
123,1.6623731989819768
