user_id,recommendation_entropy
1,1.0704836531307913
2,0.167944147734173
3,0.167944147734173
4,0.0
5,0.958944995575212
6,1.7070019092448188
7,1.2555296732241272
8,0.7604688022513465
9,1.442814922309096
10,1.5329024601935841
11,1.1418572655728578
12,0.9500028724426169
13,1.105005501825005
14,1.2995476272210351
15,0.0
16,1.5674243088877977
17,0.167944147734173
18,1.6432435585149887
19,0.9173573878312139
20,1.1604572762698004
21,0.6060252027357298
22,0.8605492869589841
23,1.4205580376792546
24,1.105005501825005
25,1.7143399120517686
26,0.0
27,0.2787693717685874
28,1.3494323165942996
29,0.49875846591288275
30,1.067079685703125
31,1.626691188818278
32,0.167944147734173
33,0.167944147734173
34,0.0
35,0.0
36,0.0
37,0.9286244108693271
38,1.067079685703125
39,0.0
40,0.0
41,1.4025591911335769
42,0.9256504262569104
43,1.0823563847381665
44,1.4614960269533763
45,0.0
46,0.167944147734173
47,0.0
48,1.543163073807351
49,1.231830888711867
50,0.167944147734173
51,1.3052475651876174
52,0.44330669146808716
53,0.9286244108693272
54,0.0
55,1.0321899569519684
56,1.0150318786859958
57,0.44330669146808716
58,1.3096544887896635
59,1.0704836531307913
60,1.8887494408064311
61,0.0
62,1.067079685703125
63,0.2787693717685874
64,1.6092841603889616
65,1.293980542149504
66,0.167944147734173
67,0.0
68,0.167944147734173
69,0.5296435025403523
70,1.565701696850126
71,1.3416881908774518
72,1.1418572655728578
73,1.5102499224053305
74,0.167944147734173
75,0.33422114621338295
76,1.3823454679963205
77,1.2769796366300854
78,0.33422114621338295
79,0.167944147734173
80,1.1671601704107626
81,0.4433066914680872
82,1.5960983603552275
83,0.7938169516167373
84,0.167944147734173
85,1.3968592531669948
86,0.0
87,1.341407478722199
88,0.0
89,0.7592951029225236
90,1.5960983603552275
91,1.605761263067696
92,0.7592951029225236
93,0.2787693717685874
94,0.7938169516167373
95,1.3664332221137183
96,1.6243662889127595
97,1.5649854942368004
98,1.350592478063785
99,0.7592951029225236
100,0.0
101,0.0
102,1.5169478013981719
103,0.5004024235381879
104,0.167944147734173
105,0.167944147734173
106,1.067079685703125
107,0.0
108,0.167944147734173
109,0.8159205766961422
110,0.8159205766961422
111,0.0
112,0.0
113,0.0
114,1.6731962631639306
115,0.958944995575212
116,1.0495537273802094
117,0.6350047569400391
118,1.2187590034236118
119,0.7592951029225236
120,0.167944147734173
121,1.0848728726350858
122,1.2318308887118672
123,1.5646554501261196
124,0.9173573878312139
125,1.274926980481733
126,0.0
127,0.8605492869589841
128,1.1085716571473458
129,0.0
130,0.49875846591288275
131,0.167944147734173
132,0.6350047569400391
133,0.167944147734173
134,0.167944147734173
135,0.9149513939783582
136,0.4433066914680872
137,0.6592146182148859
138,1.6438060090831754
139,0.2787693717685874
140,0.33422114621338295
141,0.0
142,1.1504315086485097
143,0.0
144,1.0150318786859958
145,0.9505229100979934
146,0.0
147,0.0
148,1.511972534443002
149,0.0
150,0.167944147734173
151,1.261335057538101
152,0.9704031684231538
153,1.1406971041033727
154,1.614259427344131
155,0.0
156,1.6142594273441313
157,0.167944147734173
158,0.8492687260615328
159,0.0
160,1.3528412991700867
161,1.231830888711867
162,0.44330669146808716
163,0.8159205766961422
164,0.2787693717685874
165,0.8486765553516089
166,0.0
167,1.6777654072092023
168,0.167944147734173
169,1.625082491526085
170,0.0
171,0.0
172,1.8123677406110537
173,0.0
174,0.3669249912727096
175,1.2288658649922397
176,0.167944147734173
177,1.0643154039079952
178,0.6904565313848348
179,0.0
180,1.1973090400176534
181,0.33422114621338295
182,0.8605492869589841
183,0.9149513939783582
184,1.5323400096253974
185,0.6350047569400391
186,0.33422114621338295
187,1.2068518565713897
188,1.3636643633520402
189,1.735269837802351
190,0.167944147734173
191,0.0
192,0.0
193,0.7938169516167373
194,1.7178249734267725
195,1.026904610293371
196,0.9007243623687382
197,0.5296435025403523
198,0.9160010614037797
199,0.0
200,1.4205580376792548
201,0.7841675867636065
202,1.3759293274164126
203,0.167944147734173
204,0.167944147734173
205,0.0
206,0.0
207,1.0286238016296274
208,1.4202762992663212
209,0.33422114621338295
210,1.5487007913307074
211,1.240405131787519
212,1.3204775529716173
213,1.2497957907428219
214,1.1554491885164895
215,1.614259427344131
216,0.6060252027357298
217,1.108777316761063
218,1.4328219754859464
219,0.8486765553516089
220,0.167944147734173
221,0.5505734282909341
222,1.0286238016296274
223,0.33422114621338295
224,0.44330669146808716
225,1.8558362894044107
226,1.2000778987793315
227,0.167944147734173
228,0.9160010614037797
229,0.0
230,1.5674243088877977
231,0.2787693717685874
232,1.6568354814586206
233,1.4082930736148822
234,1.067079685703125
235,1.5995073429310143
236,1.3664332221137183
237,1.6069214245371812
238,0.167944147734173
239,1.7766857304473547
240,0.0
241,0.167944147734173
242,0.33422114621338295
243,0.6904565313848348
244,0.6592146182148859
245,0.3669249912727096
246,1.0353266957705896
247,0.167944147734173
248,1.2084138426125406
249,1.2000778987793315
250,1.2555296732241272
251,0.7938169516167373
252,0.2787693717685874
253,1.6452962146633414
254,1.6193531860113277
255,0.9160010614037797
256,1.005974684542789
257,0.6592146182148859
258,0.0
259,1.0503510239408722
260,0.0
261,0.0
262,1.2419377502804954
263,1.81790545813441
264,1.1462302446601806
265,0.167944147734173
