user_id,item_id,predicted_rating,decade
196,216,1.7988111881979185,1980.0
196,204,1.5138445482921024,1980.0
196,451,1.3292198896582506,1970.0
196,209,1.2352424782584461,1980.0
196,732,1.2278993364542892,1990.0
196,258,1.2193820767026666,1990.0
196,14,1.2139064175768977,1990.0
196,88,1.191292692461813,1990.0
196,367,1.1726337787645582,1990.0
196,303,1.1648765994162302,1990.0
196,709,1.149925423134188,1990.0
196,283,1.1419609655404352,1990.0
196,255,1.141931150052331,1990.0
196,275,1.1350405484145267,1990.0
196,211,1.072469828052666,1970.0
196,319,1.04668179863033,1990.0
196,274,1.0338942704565022,1990.0
196,137,1.0214363044289618,1990.0
196,1028,1.017290396062814,1990.0
196,208,1.0070792531213872,1970.0
196,210,0.9888297158045168,1980.0
196,514,0.9395027016748367,1970.0
196,433,0.9386794008976828,1980.0
196,508,0.9356443834438402,1990.0
196,19,0.9183813302062234,1990.0
186,471,2.503048341886138,1990.0
186,245,2.1758412306454056,1990.0
186,597,1.9690929841871707,1990.0
186,54,1.9375375801368553,1990.0
186,328,1.8696863448062535,1990.0
186,282,1.8627823550958775,1990.0
186,879,1.8040500634289351,1990.0
186,307,1.7751569358668156,1990.0
186,223,1.690000229116367,1990.0
186,82,1.6367463457920823,1990.0
186,289,1.6265141554943763,1990.0
186,273,1.5852354640444841,1990.0
186,97,1.5733116081831735,1990.0
186,234,1.5676432925485253,1970.0
186,11,1.5405685325849752,1990.0
186,125,1.5261941286290008,1990.0
186,252,1.5104440092977232,1990.0
186,5,1.491970543960308,1990.0
186,678,1.4683969179577157,1990.0
186,64,1.4679899942478913,1990.0
186,176,1.4491154874072463,1980.0
186,218,1.3832507088896269,1990.0
186,96,1.360062874526775,1990.0
186,284,1.3282649073816786,1990.0
186,531,1.324991861214436,1990.0
22,82,3.14970487366243,1990.0
22,273,2.577677080643095,1990.0
22,177,2.5103652846326034,1960.0
22,183,2.498432663727019,1970.0
22,22,2.432134649631054,1990.0
22,239,2.3318261194927064,1990.0
22,746,2.2017420758108526,1980.0
22,232,2.1720910343232505,1980.0
22,72,2.065904549244204,1990.0
22,56,1.9730146335497916,1990.0
22,70,1.9538218397495233,1990.0
22,88,1.8919502574818348,1990.0
