user_id,entropy_kmeans,cluster_kmeans,entropy_quantile,cluster_quantile,diff
544,0.0,0,0.0,0,False
801,0.0,0,0.0,0,False
205,0.0,0,0.0,0,False
206,0.0,0,0.0,0,False
572,0.0,0,0.0,0,False
520,0.0,0,0.0,0,False
519,0.0,0,0.0,0,False
220,0.0,0,0.0,0,False
229,0.0,0,0.0,0,False
787,0.0,0,0.0,0,False
784,0.0,0,0.0,0,False
783,0.0,0,0.0,0,False
772,0.0,0,0.0,0,False
240,0.0,0,0.0,0,False
241,0.0,0,0.0,0,False
242,0.0,0,0.0,0,False
252,0.0,0,0.0,0,False
769,0.0,0,0.0,0,False
258,0.0,0,0.0,0,False
515,0.0,0,0.0,0,False
260,0.0,0,0.0,0,False
261,0.0,0,0.0,0,False
266,0.0,0,0.0,0,False
511,0.0,0,0.0,0,False
273,0.0,0,0.0,0,False
755,0.0,0,0.0,0,False
510,0.0,0,0.0,0,False
281,0.0,0,0.0,0,False
282,0.0,0,0.0,0,False
284,0.0,0,0.0,0,False
570,0.0,0,0.0,0,False
578,0.0,0,0.0,0,False
803,0.0,0,0.0,0,False
808,0.0,0,0.0,0,False
134,0.0,0,0.0,0,False
841,0.0,0,0.0,0,False
140,0.0,0,0.0,0,False
143,0.0,0,0.0,0,False
558,0.0,0,0.0,0,False
146,0.0,0,0.0,0,False
147,0.0,0,0.0,0,False
149,0.0,0,0.0,0,False
529,0.0,0,0.0,0,False
155,0.0,0,0.0,0,False
827,0.0,0,0.0,0,False
164,0.0,0,0.0,0,False
824,0.0,0,0.0,0,False
166,0.0,0,0.0,0,False
820,0.0,0,0.0,0,False
170,0.0,0,0.0,0,False
171,0.0,0,0.0,0,False
173,0.0,0,0.0,0,False
818,0.0,0,0.0,0,False
179,0.0,0,0.0,0,False
817,0.0,0,0.0,0,False
816,0.0,0,0.0,0,False
813,0.0,0,0.0,0,False
812,0.0,0,0.0,0,False
811,0.0,0,0.0,0,False
810,0.0,0,0.0,0,False
190,0.0,0,0.0,0,False
191,0.0,0,0.0,0,False
809,0.0,0,0.0,0,False
199,0.0,0,0.0,0,False
133,0.0,0,0.0,0,False
750,0.0,0,0.0,0,False
740,0.0,0,0.0,0,False
489,0.0,0,0.0,0,False
384,0.0,0,0.0,0,False
390,0.0,0,0.0,0,False
485,0.0,0,0.0,0,False
400,0.0,0,0.0,0,False
656,0.0,0,0.0,0,False
404,0.0,0,0.0,0,False
652,0.0,0,0.0,0,False
408,0.0,0,0.0,0,False
410,0.0,0,0.0,0,False
646,0.0,0,0.0,0,False
418,0.0,0,0.0,0,False
636,0.0,0,0.0,0,False
598,0.0,0,0.0,0,False
635,0.0,0,0.0,0,False
427,0.0,0,0.0,0,False
428,0.0,0,0.0,0,False
599,0.0,0,0.0,0,False
431,0.0,0,0.0,0,False
631,0.0,0,0.0,0,False
439,0.0,0,0.0,0,False
441,0.0,0,0.0,0,False
446,0.0,0,0.0,0,False
448,0.0,0,0.0,0,False
451,0.0,0,0.0,0,False
609,0.0,0,0.0,0,False
626,0.0,0,0.0,0,False
616,0.0,0,0.0,0,False
614,0.0,0,0.0,0,False
681,0.0,0,0.0,0,False
743,0.0,0,0.0,0,False
364,0.0,0,0.0,0,False
362,0.0,0,0.0,0,False
732,0.0,0,0.0,0,False
300,0.0,0,0.0,0,False
302,0.0,0,0.0,0,False
304,0.0,0,0.0,0,False
729,0.0,0,0.0,0,False
306,0.0,0,0.0,0,False
728,0.0,0,0.0,0,False
309,0.0,0,0.0,0,False
726,0.0,0,0.0,0,False
725,0.0,0,0.0,0,False
724,0.0,0,0.0,0,False
317,0.0,0,0.0,0,False
720,0.0,0,0.0,0,False
319,0.0,0,0.0,0,False
718,0.0,0,0.0,0,False
713,0.0,0,0.0,0,False
502,0.0,0,0.0,0,False
335,0.0,0,0.0,0,False
341,0.0,0,0.0,0,False
587,0.0,0,0.0,0,False
349,0.0,0,0.0,0,False
695,0.0,0,0.0,0,False
351,0.0,0,0.0,0,False
353,0.0,0,0.0,0,False
355,0.0,0,0.0,0,False
356,0.0,0,0.0,0,False
688,0.0,0,0.0,0,False
687,0.0,0,0.0,0,False
685,0.0,0,0.0,0,False
589,0.0,0,0.0,0,False
842,0.0,0,0.0,0,False
775,0.0,0,0.0,0,False
61,0.0,0,0.0,0,False
111,0.0,0,0.0,0,False
107,0.0,0,0.0,0,False
105,0.0,0,0.0,0,False
100,0.0,0,0.0,0,False
863,0.0,0,0.0,0,False
866,0.0,0,0.0,0,False
88,0.0,0,0.0,0,False
873,0.0,0,0.0,0,False
86,0.0,0,0.0,0,False
78,0.0,0,0.0,0,False
74,0.0,0,0.0,0,False
898,0.0,0,0.0,0,False
905,0.0,0,0.0,0,False
112,0.0,0,0.0,0,False
50,0.0,0,0.0,0,False
47,0.0,0,0.0,0,False
40,0.0,0,0.0,0,False
39,0.0,0,0.0,0,False
36,0.0,0,0.0,0,False
35,0.0,0,0.0,0,False
34,0.0,0,0.0,0,False
33,0.0,0,0.0,0,False
915,0.0,0,0.0,0,False
920,0.0,0,0.0,0,False
547,0.0,0,0.0,0,False
926,0.0,0,0.0,0,False
941,0.0,0,0.0,0,False
3,0.0,0,0.0,0,False
906,0.0,0,0.0,0,False
857,0.0,0,0.0,0,False
611,0.0,0,0.0,0,False
856,0.0,0,0.0,0,False
845,0.0,0,0.0,0,False
126,0.0,0,0.0,0,False
531,0.0,0,0.0,0,False
853,0.0,0,0.0,0,False
129,0.0,0,0.0,0,False
782,0.0495626500565908,0,0.0495626500565908,0,False
186,0.0599601521247647,0,0.0599601521247647,0,False
534,0.0671968803626978,0,0.0671968803626978,0,False
357,0.0700542808754984,0,0.0700542808754984,0,False
518,0.0723777895161174,0,0.0723777895161174,0,False
936,0.0740225961475812,0,0.0740225961475812,0,False
872,0.0740225961475812,0,0.0740225961475812,0,False
624,0.0744466204045084,0,0.0744466204045084,0,False
168,0.075751085003415,0,0.075751085003415,0,False
634,0.0771064198116654,0,0.0771064198116654,0,False
423,0.0804848370680068,0,0.0804848370680068,0,False
540,0.0815104109503315,0,0.0815104109503315,0,False
365,0.0870995231917752,0,0.0870995231917752,0,False
507,0.0870995231917752,0,0.0870995231917752,0,False
348,0.0870995231917752,0,0.0870995231917752,0,False
470,0.0883197822000176,0,0.0883197822000176,0,False
104,0.0902219713655183,0,0.0902219713655183,0,False
79,0.0908761213330015,0,0.0908761213330015,0,False
396,0.0922160573371918,0,0.0922160573371918,0,False
733,0.0929023753248982,0,0.0929023753248982,0,False
697,0.0943091106454055,0,0.0943091106454055,0,False
15,0.0950301172556463,0,0.0950301172556463,0,False
413,0.098039113279732,0,0.098039113279732,0,False
939,0.099623389466162,0,0.099623389466162,0,False
590,0.1012648175667919,0,0.1012648175667919,0,False
792,0.1029666604654124,0,0.1029666604654124,0,False
717,0.1038413269795651,0,0.1038413269795651,0,False
574,0.1047324391050865,0,0.1047324391050865,0,False
837,0.1047324391050865,0,0.1047324391050865,0,False
463,0.1078279596110016,0,0.1078279596110016,0,False
434,0.108471339035916,0,0.108471339035916,0,False
722,0.1125159341196392,0,0.1125159341196392,0,False
486,0.1144366208506772,0,0.1144366208506772,0,False
937,0.116906849137531,0,0.116906849137531,0,False
550,0.116906849137531,0,0.116906849137531,0,False
63,0.1187477179593489,0,0.1187477179593489,0,False
935,0.1192469263962449,0,0.1192469263962449,0,False
859,0.1192469263962449,0,0.1192469263962449,0,False
501,0.125574980449031,0,0.125574980449031,0,False
938,0.1269305453414022,0,0.1269305453414022,0,False
141,0.1278522888852044,0,0.1278522888852044,0,False
26,0.1278522888852044,0,0.1278522888852044,0,False
708,0.1297406947194283,0,0.1297406947194283,0,False
569,0.1297406947194283,0,0.1297406947194283,0,False
673,0.1297406947194283,0,0.1297406947194283,0,False
917,0.1297406947194283,0,0.1297406947194283,0,False
473,0.1297406947194283,0,0.1297406947194283,0,False
477,0.1297406947194283,0,0.1297406947194283,0,False
181,0.1302365292120145,0,0.1302365292120145,0,False
460,0.1326914208398717,0,0.1326914208398717,0,False
526,0.1326914208398717,0,0.1326914208398717,0,False
754,0.1326914208398717,0,0.1326914208398717,0,False
101,0.1342229641023645,0,0.1342229641023645,0,False
324,0.1357939587515938,0,0.1357939587515938,0,False
438,0.1357939587515938,0,0.1357939587515938,0,False
770,0.1390607984547411,0,0.1390607984547411,0,False
595,0.1390607984547411,0,0.1390607984547411,0,False
176,0.1407601220154711,0,0.1407601220154711,0,False
432,0.1425058673927378,0,0.1425058673927378,0,False
