user_id,cluster,entropy
38,2,1.094762229181099
940,2,1.0962171551593636
411,2,1.0969426612236854
334,2,1.101401975206818
542,2,1.1036338648736217
541,2,1.10394500052148
160,2,1.1061576386859502
13,2,1.108115933618055
382,2,1.1107875646833143
746,2,1.1145068430077514
855,2,1.1157371667598153
802,2,1.118762149141566
248,2,1.1192420997529031
483,2,1.121299830861653
566,2,1.1219124030442809
184,2,1.1221154121334285
796,2,1.1223498012022994
538,2,1.122868090367907
80,2,1.1230946314227777
387,2,1.126063703426544
756,2,1.1275019506194677
622,2,1.129091612530794
299,2,1.133958458506433
20,2,1.1391942351860425
198,2,1.1428079687274006
360,2,1.1465151641235176
667,2,1.1476703210219488
707,2,1.1495320047055797
653,2,1.149554799360366
125,2,1.1506063583555888
618,2,1.1515478921504425
751,2,1.154120105412962
774,2,1.1583639420211758
514,2,1.1601612683433131
293,2,1.1601998561916622
648,2,1.161075706183174
777,2,1.161591334329453
42,2,1.162411146919841
429,2,1.1665126335321168
849,2,1.1674694863059774
456,2,1.1701884900868156
885,2,1.1713303053408577
778,2,1.1731600836198897
712,2,1.174568904987813
763,2,1.1746270055342936
330,2,1.1751354829226963
806,2,1.1770982778228765
305,2,1.1785734191531736
788,2,1.1786829830692944
679,2,1.1800718000291863
214,2,1.1805352876178854
823,2,1.1825988022314375
12,2,1.186905929005052
870,2,1.1900184298527052
785,2,1.1907232065259763
333,2,1.1917241530182152
412,2,1.194427396576248
928,2,1.1956119571630222
494,2,1.2032588609918928
530,2,1.2048762065511598
73,2,1.2082891175721566
64,2,1.208348788436663
315,2,1.211889828316446
660,2,1.212602449888334
72,2,1.21556519649134
537,2,1.2190134831142792
14,2,1.221030342924349
392,2,1.2230962455586103
71,2,1.2242193678257896
899,2,1.2272532960892857
211,2,1.228714544490995
504,2,1.2317023625289754
253,2,1.232778725683772
188,2,1.2336584990161066
505,2,1.2363746302960723
545,2,1.237489682480172
639,2,1.2432301142210664
479,2,1.2444003092635922
28,2,1.2452215899073205
358,2,1.2452660621850766
187,2,1.2461818342978126
128,2,1.2471242493791923
318,2,1.247629455297928
601,2,1.2480289330740049
506,2,1.2497240501493718
361,2,1.250262833103582
82,2,1.252738983001145
354,2,1.253071956951178
212,2,1.255529673224127
737,2,1.2564212260473566
615,2,1.25929390655854
450,2,1.262676615795242
5,2,1.2638074224663378
307,2,1.2674349332132036
397,2,1.2716773554454943
604,2,1.272546820242055
561,2,1.27391862654544
213,2,1.2764242717370355
739,2,1.277992138395836
804,2,1.2783566511384996
781,2,1.2802733513214284
503,2,1.2812604999832309
122,2,1.2825040251018396
882,2,1.2867945786773851
749,2,1.2880761582524056
632,2,1.2917143354654972
738,2,1.2936101386843624
913,2,1.295347943795648
900,2,1.2979225473090326
264,2,1.2990054277817218
9,2,1.2995530335744938
878,2,1.3003002352279476
691,2,1.3007700301332186
118,2,1.3007942106834995
833,2,1.3010807824095565
156,2,1.3016609256520295
295,2,1.3028735981519726
799,2,1.306188384192022
924,2,1.309991960423782
271,2,1.3101830562187518
232,2,1.3105186140061078
132,2,1.3134893265366432
559,2,1.3157776057990465
868,2,1.3209560562685967
437,2,1.3221363472347365
664,2,1.3228352466418567
202,2,1.3259126615833323
881,2,1.32618459800286
471,2,1.3272580735686683
528,2,1.3292100353420726
124,2,1.3304073932436389
669,2,1.3311463613633496
638,2,1.3333836529596286
847,2,1.3342357704060093
508,2,1.3342503154477123
23,2,1.3346031844109427
583,2,1.33524750404684
608,2,1.3382157619043773
70,2,1.338390718998652
373,2,1.3386724432862216
867,2,1.340919599442574
661,2,1.3412881423742304
516,2,1.3418952129979382
610,2,1.3423135099361576
16,2,1.3458436527533455
288,2,1.3459638256095314
95,2,1.3462012386446027
613,2,1.3465111393072355
745,2,1.347327419810573
44,2,1.347419231857423
875,2,1.3510828590746908
208,2,1.35629507047173
98,2,1.3612310864022246
41,2,1.3638386549730102
643,2,1.3649459149467849
194,2,1.3652202421688329
710,2,1.365963427548578
269,2,1.366215581753739
876,2,1.3674813752821864
218,2,1.3681777003225988
381,2,1.3711588900086853
571,2,1.3734685941026816
744,2,1.3738162002389207
235,2,1.3754090408343391
59,2,1.3763672668463571
371,2,1.3767268437607332
290,2,1.3789010466833695
498,2,1.3793472206723043
380,2,1.3793989889566642
814,2,1.3802514516945257
292,2,1.386805192080992
625,2,1.3893397626815356
210,2,1.3907209668259055
366,2,1.3909836096628871
311,2,1.3926080943359496
316,2,1.3956237515221763
539,2,1.401294507186785
90,2,1.407202050758746
786,2,1.409585348045214
236,2,1.4115639177496608
575,2,1.4125886556684384
536,2,1.4133042770517292
401,2,1.4137116674782075
846,2,1.418361121023616
454,2,1.4224639811416169
407,2,1.4248992174002373
339,2,1.4257683799978529
747,2,1.42583073988776
495,2,1.4272532859987592
421,2,1.4308371299587688
524,2,1.43326107443797
379,2,1.433307221882571
862,2,1.4391427892113993
897,2,1.4408921387044495
535,2,1.4445442494975846
391,2,1.4470088399965502
641,2,1.447274719730682
607,2,1.455142835997393
151,2,1.4551609186832837
161,2,1.4629852928764278
123,2,1.4641264748999951
693,2,1.464942522213461
77,2,1.4649451248428749
748,2,1.4680973555097765
85,2,1.4690907511482236
385,2,1.4713949454265227
175,2,1.4719274113883782
215,2,1.472869972963638
734,2,1.4747149409339118
308,2,1.47516684464007
406,2,1.479258721084093
167,2,1.4813980275804275
233,2,1.4851258498566926
18,2,1.485730004832058
623,2,1.4862361955342855
836,2,1.4883217715339772
254,2,1.492979928815728
189,2,1.4941504158353878
31,2,1.4998338388380534
6,2,1.501209181366716
481,2,1.5014770154048271
474,2,1.503695373572464
666,2,1.5039503057430903
753,2,1.5040855590123512
892,2,1.5065631754180373
807,2,1.506810175167709
480,2,1.509147012277679
527,2,1.5094551475422486
496,2,1.5134598746203598
272,2,1.5148365124894627
230,2,1.5190189433394945
830,2,1.5205310381682868
234,2,1.521884724881291
645,2,1.523352847822521
275,2,1.523398359733159
499,2,1.5244293245383371
7,2,1.5312508649728027
850,2,1.531283934770419
488,2,1.533889384391218
492,2,1.5352991651477192
415,2,1.5454229031935938
918,2,1.547386026060272
96,2,1.547581184118319
562,2,1.5513763111131524
452,2,1.5551549685209425
686,2,1.5558214900467324
154,2,1.562500734736406
650,2,1.5671321696036151
843,2,1.567444614189459
172,2,1.5685086363351275
934,2,1.5701353946024237
835,2,1.575498139946106
465,2,1.5796294225296306
419,2,1.5819376024426226
942,2,1.5834339593867548
409,2,1.587167297086269
10,2,1.5883126752755403
322,2,1.5908031058396674
389,2,1.5916442530394457
148,2,1.5938754443391323
298,2,1.5939635497615203
908,2,1.5956258279737303
383,2,1.6122748837939005
340,2,1.6158729917470884
815,2,1.6338835810022505
313,2,1.6445716768049263
239,2,1.646340311216839
263,2,1.649909886460568
225,2,1.651817546649025
370,2,1.652287525700041
617,2,1.6524719177120324
114,2,1.6525275316233417
138,2,1.6579896062567494
169,2,1.661115785805744
522,2,1.6623595623216598
659,2,1.6680743650949816
556,2,1.6701763335665456
398,2,1.6723771802422238
325,2,1.672462270587835
97,2,1.6725274824685863
767,2,1.6769895188453
51,2,1.6809500969269269
91,2,1.682611882856563
48,2,1.6835457974823147
776,2,1.6852261184714803
25,2,1.6905918690561208
716,2,1.702289881063826
780,2,1.710762069802329
929,2,1.7117789929294664
731,2,1.7229502845037268
848,2,1.7260499923407666
840,2,1.7311923762354646
326,2,1.761280794476619
321,2,1.7642918015465163
890,2,1.7665010580301312
670,2,1.7721390798405343
911,2,1.778940416453747
573,2,1.7815358279436366
350,2,1.7887140313095602
698,2,1.7971376188083046
704,2,1.8045709946325432
694,2,1.8069481617607832
237,2,1.8083394930292531
766,2,1.8193286934006576
932,2,1.820855518212983
912,2,1.821761127471996
60,2,1.829626771297471
469,2,1.8352234590547525
567,2,1.83540781989635
553,2,1.8499379548631936
312,2,1.858054429566554
338,2,1.8595979209301177
426,2,1.861484797873538
568,2,1.8756001253229235
